twitterHandle,walletAddress,quoteTweetLink,claimNumber,createdAt
"sinarh","0xeC56eA9ae38f67526EFf0363056C6AF4c5d38C0F","https://x.com/sinarh/status/2095137996976375438","","2026-09-04T21:18:38.000Z"
"singor","0xC1C03ED3051f87F5ed86C37C6bC5483D51521c96","https://x.com/singor/status/2095856687782495290","","2026-09-04T21:17:06.000Z"
"sir_mm_i","0x2d7d0547B0ed7F76A038c6A8a22f47B1499f7925","https://x.com/Sir_mm_i/status/2095883746461245836","253","2026-09-04T14:38:42.000Z"
"sirajabc","0xeB0174dF5c94825E6f3E290833bDd1b4cE260B71","https://x.com/sirajabc/status/2095516839449403721","","2026-09-04T21:17:34.000Z"
"sireadel","0x40b03f1E26DbD097DB91067782aF5EdA05bFB8Fb","https://x.com/Sireadel/status/2094976539947557030","","2026-09-04T21:14:09.000Z"
"sirgamerz1","0x6566fb3F74B0611271f4cd279A840ca72AE913E6","https://x.com/Sirgamerz1/status/2096035813243162876?s=20","496","2026-09-05T00:41:27.000Z"
"sirkhilon","0xB4862bBDCC651bfBC6C4Bb0B061637B2d29c624A","https://x.com/SirKhilon/status/2095594290446149983","","2026-09-04T21:20:21.000Z"
"sishuangqiuxie","0x4E5fD2080108564A28AC8bDBB3cF7208dcc708C1","https://x.com/sishuangqiuxie/status/2095880142282365784","","2026-09-04T21:18:25.000Z"
"siskaxxx","0x0b65E6701ee583B4bAb17c8eE171d6a3F8825764","https://x.com/Siskaxxx/status/2095736385659120427","","2026-09-04T21:16:43.000Z"
"sitinurhalizax","0xF77792B56837d213955005eaF435d98743b10d77","https://x.com/sitinurhalizax/status/1","617","1788588334687"
"sitirahayux_","0x164c42bd5275AB453763419eD69f62B56eCDE16b","https://x.com/sitirahayux_/status/1","645","1788588417126"
"sito","0x4fBe771d59B7ae6B654d87713ad79831809F0acA","https://x.com/Sito/status/2095074144816176140","","2026-09-04T21:16:32.000Z"
"sivaavis","0x5c0EeaB6045675d3766E76E5F1399699C3DDcF34","https://x.com/sivaavis/status/2095549746634813833","","2026-09-04T21:19:13.000Z"
"sk112","0x20c4d2962c07Cfc2F8fd5C6708593ed37FF403B0","https://x.com/sk112/status/2095930472941749355","","2026-09-04T21:15:50.000Z"
"skamir","0xEE5896790b86Ef83a45eeC2B8c27567bd21F8A4f","https://x.com/Skamir/status/2095101475176120671","","2026-09-04T21:16:35.000Z"
"skbiswas450","0xA9b6bEA25967dB8f9f63a38C63C8aEBdD19F1cFE","https://x.com/skbiswas450/status/2095990665633317125","463","2026-09-04T21:42:37.000Z"
"skitzopizza","0xDAD12C721F9f30B1A882AF8E3D2603676D81F345","https://x.com/skitzopizza/status/2095433099189220692","","2026-09-04T21:21:21.000Z"
"skking","0x976b3260B6e5D08F95eBde3B813EDA087D78b3AE","https://x.com/skking/status/2095203453132179053","","2026-09-04T21:19:17.000Z"
"skonner","0x29c16C0cf8d1b01B9603c804796566d721DfE378","https://x.com/Skonner/status/2095594542677049475","","2026-09-04T21:17:39.000Z"
"skull234","0xf514Cf82162B29f55d10859e5B1457A693C5a7c5","https://x.com/skull234/status/2095838894603804788","","2026-09-04T21:19:37.000Z"
"skurat042aa","0xFAec92Be2C8600C7D0901275977D8dF5665bD7Ef","https://x.com/skurat042aa/status/2095276866447185378","","2026-09-04T21:20:53.000Z"
"skydrop","0x3ab0583493413Ba5Ed36d54728cdEa7533819e04","https://x.com/SkyDrop/status/2095907451360840209","","2026-09-04T21:18:19.000Z"
"skymagic","0x658297413c2dB755f340ace2a3aBB05c22EBFaFA","https://x.com/SkyMagIC/status/2095202292965662533","","2026-09-04T21:20:09.000Z"
"skyrocket1","0x7aA212896de34aE7127383b037a3Be22fc73Eb75","https://x.com/skyrocket1/status/2095130036553841421","","2026-09-04T21:21:32.000Z"
"slamlatif","0x58cd492e3Ef1856D75e6eb7A77148d6443d67373","https://x.com/Slamlatif/status/2095262770394696389","","2026-09-04T21:16:57.000Z"
"slatecat","0xE13568f77c9c10fe49eFA8EF7148881f4384F90A","https://x.com/slatecat/status/2095905593437206143","","2026-09-04T21:14:14.000Z"
"slatefox","0xE2Fa9dde13628c41aA6D3E428a4EB390273D40Ba","https://x.com/slatefox/status/2095157919414377653","","2026-09-04T21:17:31.000Z"
"slatelynx","0x127109B03E9Ee634b58B2EC2F7Fb83a98Ac9Ba5c","https://x.com/slatelynx/status/2095851376842002400","","2026-09-04T21:21:32.000Z"
"slatewolf","0x187674AbF93C79b5229ff2f21a02AC9DA6B8f193","https://x.com/slatewolf/status/2095546783312864327","","2026-09-04T21:21:08.000Z"
"slayn","0xcb3C479505913a27F8078101067e71DdDdC37FF7","https://x.com/Slayn/status/2095638423198801761","","2026-09-04T21:17:39.000Z"
"sleeper12go","0xe49d5a9cd639E01E393Fac06A595046df2eABA48","https://x.com/SLeePeR12Go/status/2095439680914460235","","2026-09-04T21:14:25.000Z"
"sleepy_bear","0xf8Cf9eb0E5697109Ec058E95E2E0578b843C6da5","https://x.com/sleepy_bear/status/2095004886447365634","","2026-09-04T21:18:05.000Z"
"sleepy_eclipse","0xd30A58DfD7CdE4f65527ceDE03227F1ce63D73cd","https://x.com/sleepy_eclipse/status/2095574175020633468","","2026-09-04T21:15:20.000Z"
"sleepy_lion","0xa7547E2a3e4FeB1f6bfdb3956bA1c5C868dDb57F","https://x.com/sleepy_lion/status/2095018550585493553","","2026-09-04T21:19:50.000Z"
"sleepy_sage","0x18Eef550cE88588C771517290f5364febB15E5Db","https://x.com/sleepy_sage/status/2095627993678494253","","2026-09-04T21:17:51.000Z"
"sleepyblade","0x62DBeF05d836bc230798D2510906Fbfd234b72D7","https://x.com/sleepyblade/status/2095424944937964098","","2026-09-04T21:18:17.000Z"
"sleepyhawk","0x43FEc5E5c1b4B58bbE22f8e613716c6B9Aa13553","https://x.com/sleepyhawk/status/2095198396996645179","","2026-09-04T21:21:36.000Z"
"sleepymoon","0x0D4B664A0EDb80148867fa12a8FeCA5268a6Ce04","https://x.com/sleepymoon/status/2095742483041883718","","2026-09-04T21:14:49.000Z"
"sleepyrogue","0x0db48660f43E595972a581Cd6D8A6Aa741540FBD","https://x.com/sleepyrogue/status/2095890078996654660","","2026-09-04T21:18:08.000Z"
"slghanchi","0xd9401561a812A3488Ae0fFbfDB8e3A6d3822e852","https://x.com/SLGhanchi/status/2095927300435203664","","2026-09-04T21:17:41.000Z"
"slothify","0xa6AE70478aD3aA05bB5781489fdf60E29985837D","https://x.com/Slothify/status/2095927112434407609","","2026-09-04T21:15:25.000Z"
"slowsure","0x74CbBfE0946EaD23A8a4d01454ea7B2ADE4e4F68","https://x.com/slowsure/status/2095910635136099085","","2026-09-04T21:16:13.000Z"
"slyrpp","0x36245B2bcf8eaeBd9668630E0083489177F8571d","https://x.com/slyrpp/status/2095275794151283269","","2026-09-04T21:15:02.000Z"
"smallball","0x5f3be1c81532E64Df5883846D0a36e23abB41D8e","https://x.com/smallball/status/2095611052901708073","","2026-09-04T21:17:23.000Z"
"smartcomponent","0xe9822d5652aa53A54d73c439Ba073bD529469D36","https://x.com/smartcomponent/status/2095333980655401954","","2026-09-04T21:15:27.000Z"
"smartneko","0xFBb31b5C0fDa11E086d1627098Cc6c7b40326C4B","https://x.com/Smartneko/status/2095243695241466135","","2026-09-04T21:19:47.000Z"
"smerch","0xc6645A55672757612a06b225CAfD6256f5C26356","https://x.com/smerch/status/2095660932159836681","","2026-09-04T21:17:23.000Z"
"smin","0x946033806c5aF8DB9859C5B74ca8C0e1da3BfC18","https://x.com/Smin/status/2095846242922026035","","2026-09-04T21:20:29.000Z"
"spnp9tow","0x84612B5dc3AB9FF5dE82aC5b290537556d54F386","","33","2026-09-01T00:38:40.000Z"
"smual","0x93B03598946ef28d8d31bc941fa32FDdcC3E5384","https://x.com/Smual/status/2095249868563113298","","2026-09-04T21:20:42.000Z"
"snailprincessch","0xb46Ed2A9EFC0b82Ea9E3aFF982b74f0da455516c","https://x.com/SnailPrincessCh/status/2095518457942283848","","2026-09-04T21:18:16.000Z"
"sneba","0xCB3A28AEa6A6A65A75E6ab6d510142C4fD0a465D","https://x.com/Sneba/status/2095407814640071478","","2026-09-04T21:19:45.000Z"
"sniperwolf","0x8F18Cc2694D93438bDA17671080B8fF22F2026Fa","https://x.com/SniperWolf/status/2095787689553096825","","2026-09-04T21:14:50.000Z"
"snoop7","0x56A1b9D409019ee3f62020BC58CC2d6Af6374D25","https://x.com/Snoop7/status/2095883350165946181","","2026-09-04T21:19:49.000Z"
"snov1n","0x993f2A4Fd2C80f83A8537ee19293E456985485C0","https://x.com/snov1n/status/2095025834997323560","","2026-09-04T21:18:47.000Z"
"snowaxel","0x3f08982Ef76278e483458Ac9DcC831aA1995334D","https://x.com/SnowAxel/status/2095179840178887392","","2026-09-04T21:19:05.000Z"
"snowid","0x829002bfD9106EBe2e84efB0A993a18f670798d1","https://x.com/snowid/status/2095536473217151835","","2026-09-04T21:14:02.000Z"
"socratesre","0x0bB541Bd1B07D23eeaEC0Ad59e956398FF053C1D","https://x.com/SocratesRe/status/2095551222501725691","","2026-09-04T21:19:34.000Z"
"sofixime2","0x017B1d524f1e1ED6f1c0e8d02Ded795c17391e96","https://x.com/SOFIXIME2/status/2095218851713671316","","2026-09-04T21:17:09.000Z"
"soft_oracle","0x4CD40746FE16950Ff95C34d867Fa2cCD7431cCE6","https://x.com/soft_oracle/status/2095144781615421991","","2026-09-04T21:14:35.000Z"
"soft_samurai","0x0B932A836c4cDF015656C0635B8825acDEB26A31","https://x.com/soft_samurai/status/2095248885325718371","","2026-09-04T21:17:53.000Z"
"soft_star","0x317846998AF60B23865B2a0525c2b4680BA79142","https://x.com/soft_star/status/2094963966564116983","","2026-09-04T21:17:33.000Z"
"softlantern","0xC033153C7FCE80732D0205676099320125F5bc7a","https://x.com/softlantern/status/2095147279898904787","","2026-09-04T21:14:36.000Z"
"softmonk","0xdC4A2419e489c788De7061a9Fd37D854b6f5A3B5","https://x.com/softmonk/status/2095526839654468218","","2026-09-04T21:19:09.000Z"
"softraven","0xe78793d074336eaCD561926dA572B9126f08AcfF","https://x.com/softraven/status/2095652008479669230","","2026-09-04T21:18:46.000Z"
"softwarden","0x40d1278190968ECa6041dA1451031320ed5c4db5","https://x.com/softwarden/status/2094957754074515021","","2026-09-04T21:18:37.000Z"
"sohanmadbor","0x4Cd28eD228214783135Fb9a0614bD0112f5fA485","https://x.com/SohanMadbor/status/2095370310707544321","","2026-09-04T21:18:39.000Z"
"sol100usd","0x21d99906F284c2Fd4a875606Aa5AA173B9B05fC0","https://x.com/sol100usd/status/2095530193960493743","","2026-09-04T21:19:44.000Z"
"solegon","0xD4CE737a62141953DEBf8B6E69F9Bb91111914bC","https://x.com/solegon/status/2094944629542867922","","2026-09-04T21:17:22.000Z"
"solfly","0x755025b59fd0319F06B68a081c87Db2B09c57529","https://x.com/solfly/status/2095675085765611317","","2026-09-04T21:14:36.000Z"
"solibie","0xB53b3bfb16Cb3c68338e16bBa67df2372Cf61D20","https://x.com/solibie/status/2095109984289461022","","2026-09-04T21:18:58.000Z"
"sollpie","0x7C3474966F59dCb3163d6b95f9Ad4C3eda2C6Fd6","https://x.com/sollpie/status/2095558100784958445","","2026-09-04T21:18:36.000Z"
"solochuks","0xb702e65Cf45c2786c33AE150659506b8b628ad2f","https://x.com/solochuks/status/2095711765265645087","","2026-09-04T21:18:19.000Z"
"solodka","0xCB7a087145D9e4D1716c88d563F94fA703Ab46Fc","https://x.com/solodka/status/2095378558846562638","","2026-09-04T21:20:56.000Z"
"solomon","0x45a166127B7164adA2b5868B110EE5D58182FB27","https://x.com/Solomon/status/2095100297910823496","","2026-09-04T21:17:13.000Z"
"solosoul1121","0x22D2B08BCf63716462A1bE68bB956c91A360bE14","https://x.com/SoloSoul1121/status/2095429621549469565","","2026-09-04T21:19:50.000Z"
"somayememar","0xA6015514E1306C31DB07dFAcF18E4296444CA27B","https://x.com/somayememar/status/2094925703299032911","","2026-09-04T21:15:05.000Z"
"somewhere","0x07b7d6E42AEFA59406348Fe42D1D233Fc68d492d","https://x.com/somewhere/status/2095857293294996229","","2026-09-04T21:14:43.000Z"
"somtoochukwu21","0x44E21ABB493c9402a44e5223a7abcB95e7463CF6","https://x.com/Somtoochukwu21/status/2095786857973895591","","2026-09-04T21:18:48.000Z"
"sondoka","0x3b8c0411C1958D3117DFC87F6Df9D3d85f18c5B1","https://x.com/sondoka/status/2095112192006184478","","2026-09-04T21:19:54.000Z"
"songen","0xCfaA12c412940F472bEcF7729f8DCe768a713a3d","https://x.com/songen/status/2095025546879843596","","2026-09-04T21:15:52.000Z"
"sontran1102","0x6717AAb8bbFf57dD7f7a9d1f66b56b9Cd56aDEDd","https://x.com/sontran1102/status/2095644054747265801","","2026-09-04T21:21:19.000Z"
"sonu852","0x22ca792E6543655e5D1BCFE43a027e7cCE8459C9","https://x.com/Sonu852/status/2095882754039688936","","2026-09-04T21:17:17.000Z"
"sonueth296","0x8856bd3Bca84a64A56C28e85703a61F4733C6C18","https://x.com/sonueth296/status/2095977772867443764","","2026-09-04T21:16:53.000Z"
"soolater","0xFB9118a658d5630f2975053672D44Ed4F1375a6F","https://x.com/soolater/status/2095766985483356531","","2026-09-04T21:14:21.000Z"
"sopranoman","0xF7E66629C3727f227F5A75D7a8436F2d4f9D228d","https://x.com/sopranoman/status/2095380805744233248","","2026-09-04T21:16:56.000Z"
"sorenowl","0x7C1e0cB057e640B623BD43a751aa846022FA1bd5","https://x.com/sorenowl/status/2095800832999597013","","2026-09-04T21:15:55.000Z"
"soribao2","0x428092D3d90a4BC378A20e215E2F65fBCAFC282a","https://x.com/soribao2/status/2095908914642735374?s=20","333","2026-09-04T16:17:09.000Z"
"soribao_","0x8DF60c1AAAD93562DDde418514955B5f84e10d14","https://x.com/soribao_/status/2095907500767973478?s=20","329","2026-09-04T16:11:30.000Z"
"sormat","0x8AEc7ed56A9B67a4d6f139F31cFa575eC1f6237f","https://x.com/Sormat/status/2095598229773962104","","2026-09-04T21:21:23.000Z"
"soto000","0xb08229E4cC162f23B5fb51C6978Db165f374771e","https://x.com/soto000/status/2095073360516133035","","2026-09-04T21:17:36.000Z"
"southzz","0xDBDcf076b6D55aDbF56Fc5Cef3B294b112F3DffC","https://x.com/southzz/status/2094900128317985098","","2026-09-04T21:21:26.000Z"
"sp4rks","0xb434d19C62cFF0e3478498273806958dB1ff22a2","https://x.com/Sp4rks/status/2094956286351957246","","2026-09-04T21:14:31.000Z"
"spade","0x2cD5c2813fBd2B84792ca028CE372CA48e8fB7e0","https://x.com/spade/status/2095271598731168171","","2026-09-04T21:18:29.000Z"
"sparkle4ever","0x451e5e4F1C3D331605d2eee8cB393bb60b6Cc118","https://x.com/sparkle4ever/status/2095014423091017989","","2026-09-04T21:18:27.000Z"
"spd3294","0xc54140a55032e9EFf7a8D16A1e3dB3a55331a369","https://x.com/spd3294/status/2095936870253560303","394","2026-09-04T18:09:07.000Z"
"specux","0x38968D8aFDBE446c9FF2914c4cD14b3D9BC9B577","https://x.com/specux/status/2094994124974595020","","2026-09-04T21:18:32.000Z"
"spgol25","0x33943A52606E400b20A116693b9aA6F67a72e26c","https://x.com/spgol25/status/2094920474309383888","","2026-09-04T21:20:10.000Z"
"spickspr","0x49F5808D2dF3AA5f66A8ac3C8c21d527BE955724","https://x.com/spickspr/status/2095111514830847225","","2026-09-04T21:15:15.000Z"
"spilivilli","0x699d1D0eb98D4c1fA1f812010f8e712B5955ecE5","https://x.com/spilivilli/status/2094945011846566667","","2026-09-04T21:17:08.000Z"
"spongebob2002","0x4c26a3AcD4624efaF4C34e7F4405b8DD0AA9CF65","https://x.com/spongebob2002/status/2095726758974859459","","2026-09-04T21:20:05.000Z"
"spopo","0x58831C433D1cB99807e072C77EBd04DFbbE26fa6","https://x.com/spopo/status/2094996361622384558","","2026-09-04T21:16:56.000Z"
"sportified","0xc955F6E32d1Fd135aF9223be0289D6391a4df8Cf","https://x.com/sportified/status/2095517870667734437","","2026-09-04T21:15:38.000Z"
"sqquirrel","0x8c4134C17C8687d0ce8E0932C0d1740932BEfB26","https://x.com/sqquirrel/status/2095291534172895895","","2026-09-04T21:15:31.000Z"
"squeezybreezy","0xd93a25DC49fC4A43F82EF3FF013D47c75800b1BD","https://x.com/squeezybreezy/status/2095210764512447282","","2026-09-04T21:20:32.000Z"
"sreekant133","0x9C03E2E5287E3B357abA7d5327f1A87EcCB4E861","https://x.com/sreekant133/status/2095155878751616026","","2026-09-04T21:14:16.000Z"
"srikantae","0x36775796342374f457bE5D6163fb50e1F3D3Ba0F","https://x.com/Srikantae/status/2095759075941056936","","2026-09-04T21:15:10.000Z"
"ssaqua","0xa5A7ecc7e7880AB532f5b067Aa0D50d8884e584d","https://x.com/SSAQUA/status/2095885427307958300","","2026-09-04T21:15:39.000Z"
"ssense","0xcBB0932B910437208fa41c638964dF0EdF764177","https://x.com/ssense/status/2095380384270909907","","2026-09-04T21:21:11.000Z"
"ssssdddxx","0x2e5A55c01B01fFc55D5E84eA5306d442a9fF2214","https://x.com/ssssdddxx/status/2095471853747299200","","2026-09-04T21:15:51.000Z"
"st3u1","0x3DD70bbeD0090d0FBF68562DBF5a2D8839D1e2DF","https://x.com/st3u1/status/2095166237944306116","","2026-09-04T21:14:28.000Z"
"stand12","0xC4a0190E211BCaa5Ef1cDb566E39Cf15339E9a0E","https://x.com/Stand12/status/2094969040621251689","","2026-09-04T21:20:51.000Z"
"stanleymorgan","0x2886F93Da0e8ba76b90113b7f28Fb1Ff821B7837","https://x.com/StanleyMorgan/status/2095498611302220665","","2026-09-04T21:17:25.000Z"
"stanvl","0x230EC500191E2C9a27e13046f9dff9Bdf09B5D3f","https://x.com/StanVl/status/2095189946093402245","","2026-09-04T21:15:41.000Z"
"star_neo","0x33db547448204A9F8B2014839da3D105926B82F6","https://x.com/star_neo/status/2095099932926696905","","2026-09-04T21:17:36.000Z"
"stardust1","0x451951b324903205Ef04C3d3e6159f8cad8ccb5D","https://x.com/stardust1/status/2095885108867815220","","2026-09-04T21:16:01.000Z"
"starkzk","0x2cD30a943708635b47A3AC3E7016D2E92313a7aa","https://x.com/starkZk/status/2095668867312468922","","2026-09-04T21:18:11.000Z"
"starload6570","0xb030593Ed2C3E365832C42f00DF2Bef3B20B5b18","https://x.com/Starload6570/status/2095389528028661057","","2026-09-04T21:14:13.000Z"
"starlove","0x38bb86E4f876e92E37Ea7E4FF3cA8EDC6b065d1C","https://x.com/StarLove/status/2095527777726001737","","2026-09-04T21:15:57.000Z"
"starywuj","0xf9196a112AD3079b1b94C7f045392C6Da81e6e3a","https://x.com/starywuj/status/2094913492323912985","","2026-09-04T21:18:35.000Z"
"stazzers","0x94b3CDE06113F92c7f1b2F9c3361EBbf57D83F79","https://x.com/stazzers/status/2095220384903121192","","2026-09-04T21:16:42.000Z"
"stellarscribe","0xe2F6e82200BcDD197b8989bAe7786908D3F70b9C","https://x.com/StellarScribe/status/2095175717934586014","","2026-09-04T21:20:16.000Z"
"step01free","0x3609e4E6b00e1406C648a40027F077607f316E74","https://x.com/Step01free/status/2095225322484368651","","2026-09-04T21:20:36.000Z"
"steptod78","0x722803C9A199Bc9328E86F71BE3448014F1bAb72","https://x.com/Steptod78/status/2095016435950165914","","2026-09-04T21:14:13.000Z"
"stevan","0x0096Ee520FD4ef3A73B09CD537c3C433ef6ac891","https://x.com/stevan/status/2095863294106225663","","2026-09-04T21:16:00.000Z"
"steven_69","0x938D86aa82d4c6133Fe9ffE94cbb478196285af3","https://x.com/steven_69/status/2095652410505989519","","2026-09-04T21:20:21.000Z"
"stevepark","0x356268f03F544D1F15F3Db28aAf29866CcbF6646","https://x.com/stevepark/status/2095387333584283978","","2026-09-04T21:18:48.000Z"
"stoic_owl","0xA8EDb9EdA34EDE201B80D7e47041C9306d76e829","https://x.com/stoic_owl/status/2095014438924918398","","2026-09-04T21:20:07.000Z"
"stoicstorm","0xc709d889C232FeA5729F42A16bcA781A757f4281","https://x.com/stoicstorm/status/2095773595573672529","","2026-09-04T21:19:09.000Z"
"stonestar66","0xdf3b5462Bb790898f5050d8914c81a2D2E8F2D2F","https://x.com/stonestar66/status/2094945030098798256","","2026-09-04T21:15:37.000Z"
"storm_ari","0xBa6Ed952Bb07D60292cF6E8e5E044870F05f2aA3","https://x.com/storm_ari/status/2095314529460526378","","2026-09-04T21:19:18.000Z"
"stormcaptain","0x2a97D99070799377a2B79d6eD05dfA585620CDe3","https://x.com/stormcaptain/status/2095958436498075187","","2026-09-04T21:18:22.000Z"
"stranger3","0x3635A82Bb4fCCFA5ADB4014Fb5F935b2F9C7CEC8","https://x.com/Stranger3/status/2095151846945053937","","2026-09-04T21:21:33.000Z"
"striker","0x3c37002C7C597e307C5b7DD40b87F07B3A735566","https://x.com/Striker/status/2095863536807800997","","2026-09-04T21:20:46.000Z"
"strongjulissa13","0x7d54f8c3b30acE423E542e4d7759cFD6492248FA","https://x.com/strongjulissa13/status/2095921991720986601","","2026-09-04T21:14:55.000Z"
"strwr","0xeD6bD6fC48D31F31fcDE2Ebb584f96Fa8B1934A0","https://x.com/strwr/status/2095589121642110836","","2026-09-04T21:15:26.000Z"
"stucksmore","0x00e24C0aD06A62bd9b44d656C53e51850898c000","https://x.com/stucksmore/status/2095488586711720407","400","2026-09-04T18:28:03.000Z"
"suad05w3","0x87E089Cc1a8579fA0A48623F005656a6d04C934d","https://x.com/suad05w3/status/2095886021909151857","260","2026-09-04T14:46:24.000Z"
"suandyy","0x126C006C2f1A669af9eE55abB245f361B8ddC395","https://x.com/suandyy/status/2095410468560519458","","2026-09-04T21:16:03.000Z"
"suarez1980","0x7b8C3297343fd58776a76A78C85eb9C68f1d1800","https://x.com/Suarez1980/status/2095073412623351851","","2026-09-04T21:14:04.000Z"
"subandhab69","0x11F71D7c64e224bDb77AFe468A6aaEa238c6eB95","https://x.com/Subandhab69/status/2095112633390625140","","2026-09-04T21:18:55.000Z"
"subhadeep21","0x728dd996FDaEfB06d816ff1f3Fe02C46F2dD7E3D","https://x.com/Subhadeep21/status/2095407640169528413","","2026-09-04T21:16:02.000Z"
"suchitra","0xA5D1A5028f3267a422E092Ad836503a3CeE48321","https://x.com/suchitra/status/2095070953589226554","","2026-09-04T21:19:07.000Z"
"sugartop","0x5A9356D87788DaC45758Ae2BD0026144E75a70e9","https://x.com/SUGARTOP/status/2095430747959638004","","2026-09-04T21:15:49.000Z"
"suhasdasari","0xE0Df884352743E9d891B059aa2168C0675e62bB3","https://x.com/SuhasDasari/status/2095279355009506538","","2026-09-04T21:18:02.000Z"
"suicrypto","0x77A479B83b0aD2D24FbD3e4882f27856Ab78635A","https://x.com/suicrypto/status/2095474617918722802","","2026-09-04T21:21:36.000Z"
"suksesor","0x4e2b4E58CeeD9FeA41f9BbdE032c46Da0Ffd987D","https://x.com/Suksesor/status/2095646601086018077","","2026-09-04T21:20:04.000Z"
"summing","0xFcD70EcC56029481ea7ad91253033F2C0ED2eE21","https://x.com/summing/status/2095382516858933280","","2026-09-04T21:20:09.000Z"
"sumonaaha","0x50b78a506D44396Bf66232d23cC86784C18EbAbd","https://x.com/sumonaaha/status/2094980819574140364","","2026-09-04T21:16:15.000Z"
"sumonrana12","0x9a195aDA090F05362C20bff5b537cfB3BaDaE4b0","https://x.com/Sumonrana12/status/2095935362171067656","","2026-09-04T21:21:26.000Z"
"sun321","0x1df6320eb095931375AFf7e613E1cc8a7c9156B4","https://x.com/sun321/status/2095157894032605986","","2026-09-04T21:14:19.000Z"
"sunbeam","0xa1021709eE991EC9E1E874BC4C64D81dbc0f9963","https://x.com/Sunbeam/status/2095009064714122217","","2026-09-04T21:15:43.000Z"
"sunil_khudiwal","0x17Cb9952De80Dba5305269036C460f3450636ba1","https://x.com/Sunil_Khudiwal/status/2095881119719923766","235","2026-09-04T14:26:44.000Z"
"sunny2001","0xC179dBcC9dB7B8F757110236a35F6d40E58c4a50","https://x.com/Sunny2001/status/2095072294398172970","","2026-09-04T21:14:50.000Z"
"sunny_vale001","0xE815FFff74a559398C1Bc2EdD28FD05fc94985a1","https://x.com/Sunny_vale001/status/2095942531278253326","","2026-09-04T21:18:16.000Z"
"sunrise868","0x48740344E6c07d182AeADAAe48454890DDD5d14c","https://x.com/sunrise868/status/2095264809174506497","","2026-09-04T21:19:33.000Z"
"superchrome","0x420A19bff7870cBc22CA5977C950c4aD7E9e061d","https://x.com/SuperChrome/status/2095152341174458719","","2026-09-04T21:18:08.000Z"
"superdf","0x76F079BCE2286e8C7aD98FB11E0e70B7400e9136","https://x.com/superdf/status/2095729777068661403","","2026-09-04T21:15:50.000Z"
"superiorsats","0x2e49Fdc107befE0715841D681912080493651B6E","https://x.com/SuperiorSats/status/2096002143367098542","478","2026-09-04T22:27:44.000Z"
"supernaire","0xd7711cE875a7E75922A80f9214795fC84C915673","https://x.com/superNaire/status/2094933508185880117","","2026-09-04T21:18:52.000Z"
"superstats","0x357A08f1D6c0F20C034F7D87321d7c7e810F786A","https://x.com/SuperStats/status/2095482573514829653","","2026-09-04T21:19:32.000Z"
"suqiguai","0xd5fa9f7EBE532EC8142755C3b7301f94C1e62DA5","https://x.com/Suqiguai/status/2095329401707681304","","2026-09-04T21:14:41.000Z"
"suresh2786","0xCA5075D80FAe4110BC01D7f0e607F13401Fe79B1","https://x.com/Suresh2786/status/2095451814574403885","","2026-09-04T21:19:15.000Z"
"sureshr9","0x7D5485B10251Dae8D455E42F3cFe664c247a9151","https://x.com/sureshr9/status/2095564646880364088","","2026-09-04T21:17:21.000Z"
"sureve","0x89316437afe5c2c3AE529666F0e5E25c233d0771","https://x.com/sureve/status/2095055496375431509","","2026-09-04T21:16:58.000Z"
"surjendu","0xa24f65B352439c0956324a29F37B50A3dd0a1b50","https://x.com/Surjendu/status/2095799197724631055","","2026-09-04T21:19:22.000Z"
"surreptiti","0xeBf119c5c455589fE6dDD5Bb47592D8fDf308999","https://x.com/surreptiti/status/2095935919957113942","","2026-09-04T21:17:30.000Z"
"susie","0x594E437b6dEf98325E3608eD916d3Ce2ceAFf6BD","https://x.com/Susie/status/2095404843896479513","","2026-09-04T21:15:08.000Z"
"suvcar","0x3c7030397607fD4d564917730309201eAE535706","https://x.com/suvcar/status/2095073554082200376","","2026-09-04T21:18:10.000Z"
"suwawan","0xa1EfB898d3817cCfdbD11EB2685b762f3A567a11","https://x.com/SuwaWan/status/2095281663779623533","","2026-09-04T21:20:59.000Z"
"suyeoung3","0x20C9347ff802dED998Cd4dbb785fDd6FF8d832A8","https://x.com/suyeoung3/status/2095487564165579276","","2026-09-04T21:20:06.000Z"
"svczm","0x480b89C17bE271ae4a46f194e36f247000926CD0","https://x.com/svczm/status/2094933064048987522","","2026-09-04T21:19:03.000Z"
"sw123456","0xf54474FFDeF11492c5c7eDc19dEf4AE28bFdF38C","https://x.com/Sw123456/status/2095152787233885553","","2026-09-04T21:16:54.000Z"
"swadugirl","0x5fD020115b00e8795c207D65D4273CB40400bA25","https://x.com/Swadugirl/status/2095729222080072740","","2026-09-04T21:21:24.000Z"
"swampfox","0x157687ebadaf56BEb316A5E9e341a36B8cB562Ac","https://x.com/swampfox/status/2095660453620167956","","2026-09-04T21:15:07.000Z"
"swapn","0xBecbA19C16883863350869C95c023237C8D16bcB","https://x.com/Swapn/status/2095955267371603229","","2026-09-04T21:16:46.000Z"
"swapnam","0x543A3d56b26090c21B19Ab75c2Fa24Ebdf3A7b63","https://x.com/Swapnam/status/2095001481500034155","","2026-09-04T21:19:47.000Z"
"swelas","0x991150DF61E1427D5a43bAa1cFdBb1403bA36146","https://x.com/swelas/status/2095240919017950724","","2026-09-04T21:18:11.000Z"
